number,product_area,surface,source_file_module,localization_key,review_locale,english_source,current_arabic,current_badini,placeholders_interpolations,context,reason,final_status,final_notes
206,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,unavailableBody,Arabic,Doctor notifications cannot be loaded. No notification state was changed.,تعذر تحميل إشعارات الطبيب. لم يتم تغيير حالة أي إشعار.,بارکرنا ئاگەهداریێن نوژداری سەرنەکەفت. رەوشا چ ئاگەهدارییەکێ نەهاتە گهورین.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
207,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,failure,Arabic,The notification could not be opened. Existing read state remains safe.,تعذر فتح الإشعار. لم يتم إجراء أي تغيير على حالة القراءة الحالية.,ئاگەهداری نەشیا بهێتە ڤەکرن. رەوشا خواندنێ یا نوکە پاراستی دمینیت.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
208,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,subtitle,Badini,Read-only updates that affect your current clinic session.,تحديثات للقراءة فقط تؤثر في جلسة العيادة الحالية.,نویکرنێن تنێ بو خواندنێ کو کارتێکرن ل دانیشتنا کلینیکا نوکە یا تە دکەن.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
209,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,unreadCount,Badini,Unread count,غير المقروء,ژمارا نەڤەکرییان,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
210,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,todayCount,Badini,Today's notifications,إشعارات اليوم,ئاگەهداریێن ئەڤرو,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
211,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,lastUpdated,Badini,Last updated,آخر تحديث,دووماهیک نویکرن,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
212,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,unread,Badini,Unread Notifications,الإشعارات غير المقروءة,ئاگەهداریێن نەڤەکری,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
213,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,today,Badini,Today's Notifications,إشعارات اليوم,ئاگەهداریێن ئەڤرو,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
214,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,openNotification,Badini,Open notification: {title},معلومات,ئاگەهداریێ ڤەکە: {title},{title},Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
215,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,whatHappened,Badini,What happened,ماذا حدث,چ چێبوو,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
216,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,why,Badini,Why,السبب,بوچی,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
217,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,recommendedAction,Badini,Recommended action,الإجراء المقترح,کارێ پێشنیارکری,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
218,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,relatedLinks,Badini,Related links,روابط ذات صلة,گرێدانێن پەیوەندیدار,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
219,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,patientArrivedDescription,Badini,The patient is ready at reception.,المريض جاهز لدى الاستقبال.,نەخوش ل پێشوازیێ ئامادەیە.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
220,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,patientArrivedWhat,Badini,Reception recorded the patient's arrival.,معلومات,پێشوازی هاتنا نەخوشی تومار کر.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
221,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,patientArrivedWhy,Badini,The appointment is approaching and the patient is ready.,معلومات,ژڤان نێزیکە و نەخوش ئامادەیە.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
222,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,runningBehind,Badini,Session running behind,معلومات,دانیشتن پاشکەفتییە,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
223,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,runningBehindDescription,Badini,The current queue is behind its expected pace.,قائمة الانتظار الحالية أبطأ من الوتيرة المتوقعة.,سرایا نوکە ژ خێراییا پێشبینی کری پاشکەفتییە.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
224,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,runningBehindWhy,Badini,The current session is exceeding its planned pace.,معلومات,دانیشتنا نوکە ژ خێراییا پلانکری پاشکەفتییە.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
225,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,receptionUpdate,Badini,Reception update,معلومات,نویکرنا پێشوازیێ,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
226,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,receptionDescription,Badini,Reception shared a read-only session update.,شارك الاستقبال تحديثًا للجلسة مخصصًا للعرض فقط.,پێشوازی نویکرنەکا دانیشتنێ یا تنێ بو خواندنێ بەلاڤ کر.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
227,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,receptionWhat,Badini,Reception confirmed the morning arrival.,معلومات,پێشوازی هاتنا سپێدێ پشتراست کر.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
228,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,receptionWhy,Badini,The doctor may begin the session when ready.,معلومات,نوژدار دشێت دەمێ ئامادە بیت دانیشتنێ دەستپێبکەت.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
229,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,receptionAction,Badini,Open the workspace when the consultation is ready to begin.,افتح مساحة العمل عندما تصبح الاستشارة جاهزة للبدء.,دەمێ پشکنین بو دەستپێکرنێ ئامادە بیت، جهێ کاری ڤەکە.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
230,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,breakReminder,Badini,Break reminder,معلومات,بیرئینانا بێهنڤەدانێ,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
231,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,breakAction,Badini,Review the schedule before the break.,راجع الجدول قبل الاستراحة.,بەری بێهنڤەدانێ خشتەیێ بپشکنە.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
232,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,rescheduledDescription,Badini,The appointment time was updated.,تم تحديث وقت الموعد.,دەمێ ژڤانێ هاتە نویکرن.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
233,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,rescheduledWhat,Badini,Reception changed the scheduled appointment time.,معلومات,پێشوازی دەمێ ژڤانا دیارکری گهوراند.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
234,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,rescheduledWhy,Badini,The patient requested a different available time.,معلومات,نەخوشی دەمەکێ بەردەست یێ دی خواست.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
235,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,rescheduledAction,Badini,Review the updated appointment context.,راجع معلومات الموعد المحدّثة.,زانیاریێن نویکری یێن ژڤانێ بپشکنە.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
236,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,announcementWhy,Badini,Working doctors should be aware of the update.,معلومات,نوژدارێن د کار دا پێدڤییە ژ ڤێ نویکرنێ ئاگەهدار بن.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
237,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,announcementAction,Badini,No action is needed during the current consultation.,لا يلزم اتخاذ أي إجراء أثناء الاستشارة الحالية.,د پشکنینا نوکە دا چ کار پێدڤی نینە.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
238,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,genericTitle,Badini,Session update,تحديث الجلسة,نویکرنا دانیشتنێ,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
239,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,genericWhat,Badini,The clinic session changed.,معلومات,دانیشتنا کلینیکێ هاتە گهورین.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
240,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,genericAction,Badini,Review the related workspace when safe.,راجع مساحة العمل ذات الصلة عندما يكون ذلك آمنًا.,دەمێ پاراستی بیت، جهێ کارێ پەیوەندیدار بپشکنە.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
241,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,unavailable,Badini,Notifications unavailable,الإشعارات غير متاحة.,ئاگەهداری بەردەست نینن,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
242,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,failure,Badini,The notification could not be opened. Existing read state remains safe.,تعذر فتح الإشعار. لم يتم إجراء أي تغيير على حالة القراءة الحالية.,ئاگەهداری نەشیا بهێتە ڤەکرن. رەوشا خواندنێ یا نوکە پاراستی دمینیت.,None,Shown in the doctor notification workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
243,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,unavailable,Arabic,Doctor session unavailable,جلسة الطبيب غير متاحة.,دانیشتنا نوژداری بەردەست نینە,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
244,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,unavailableBody,Arabic,This doctor workspace is not enabled. No clinical or queue information has been exposed.,مساحة عمل الطبيب غير مفعّلة. لم يتم عرض أي معلومات سريرية أو معلومات عن قائمة الانتظار.,ئەڤ جهێ کارێ نوژداری نەچالاککرییە. چ زانیاریێن پشکنینێ یان سرایێ نەهاتینە نیشاندان.,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
245,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,subtitle,Arabic,Your current consultation and the next safe action.,الاستشارة الحالية والإجراء الآمن التالي.,پشکنینا نوکە یا تە و کارێ پاراستی یێ ل دویفرا.,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
246,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,noActivePatientBody,Arabic,No consultation is active. The waiting list remains unchanged until reception calls the next patient.,لا توجد استشارة نشطة حاليًا. ستبقى قائمة الانتظار دون تغيير حتى يستدعي الاستقبال المريض التالي.,نوکە چ پشکنینەک چالاک نینە. سرایا چاڤەرێ هەروەسا دمینیت هەتا پێشوازی نەخوشێ ل دویفرا بانگ بکەت,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
247,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,noWaitingBody,Arabic,There is nothing to call from this workspace. Reception can continue managing arrivals safely.,لا يوجد مريض جاهز للاستدعاء من مساحة العمل هذه. يمكن للاستقبال متابعة إدارة حالات الوصول بأمان.,ل ڤی جهێ کاری چ تشت بو بانگکرنێ نینە. پێشوازی دشێت ب پاراستی بەردەوام بیت د رێڤەبرنا هاتنان دا.,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
248,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,healthyHelp,Arabic,The queue is moving at a comfortable pace.,تسير قائمة الانتظار حاليًا بوتيرة جيدة.,سرا ب خێراییەکا باش دچیت.,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
249,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,busyHelp,Arabic,Several patients are waiting. Continue the current consultation normally.,هناك عدة مرضى في الانتظار. تابع الاستشارة الحالية بشكل طبيعي.,چەند نەخوش ل چاڤەرێ نە. پشکنینا نوکە ب شێوەیەکێ ئاسایی بەردەوام بکە.,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
250,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,delayedHelp,Arabic,Patients are waiting longer than expected.,ينتظر المرضى مدة أطول من المتوقع.,نەخوش پتر ژ دەمێ پێشبینی کری چاڤەرێ نە.,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
251,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,placeholderTitle,Arabic,Not available in this Sprint,غير متاح في هذا الإصدار حاليًا.,د ڤی وەشانێ دا بەردەست نینە,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
252,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,placeholderBody,Arabic,This doctor destination is intentionally unavailable. Return to Workspace to continue the active session.,هذه الوجهة الخاصة بالطبيب غير متاحة حاليًا. عد إلى مساحة العمل لمتابعة الجلسة النشطة.,ئەڤ جهێ نوژداری ب مەبەست بەردەست نینە. ب ڤەگەرە بو جهێ کاری دا دانیشتنا چالاک بەردەوام بکەی.,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
253,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,app,Badini,Saxlem Doctor Workspace,مساحة عمل الطبيب,جهێ کارێ نوژداری یێ ساخلەم,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
254,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,patientsToday,Badini,Patients Today,مرضى اليوم,نەخوشێن ئەڤرو,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
255,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,unavailable,Badini,Doctor session unavailable,جلسة الطبيب غير متاحة.,دانیشتنا نوژداری بەردەست نینە,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
256,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,unavailableBody,Badini,This doctor workspace is not enabled. No clinical or queue information has been exposed.,مساحة عمل الطبيب غير مفعّلة. لم يتم عرض أي معلومات سريرية أو معلومات عن قائمة الانتظار.,ئەڤ جهێ کارێ نوژداری نەچالاککرییە. چ زانیاریێن پشکنینێ یان سرایێ نەهاتینە نیشاندان.,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
257,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,returnHome,Badini,Return to portal,معلومات,ب ڤەگەرە بو پۆرتالێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
258,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,subtitle,Badini,Your current consultation and the next safe action.,الاستشارة الحالية والإجراء الآمن التالي.,پشکنینا نوکە یا تە و کارێ پاراستی یێ ل دویفرا.,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
259,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,sessionStatus,Badini,Session Status,حالة الجلسة,رەوشا دانیشتنێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
260,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,workingSession,Badini,Working session,معلومات,دانیشتنا کاری,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
261,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,sessionState,Badini,Session state,معلومات,رەوشا دانیشتنێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
262,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,queueState,Badini,Queue state,معلومات,رەوشا سرایێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
263,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,totalWaiting,Badini,Total waiting patients,معلومات,کوی گشتی یێ نەخوشێن ل چاڤەرێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
264,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,arrivalState,Badini,Arrival state,معلومات,رەوشا هاتنێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
265,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,openAppointment,Badini,Open Appointment Workspace,فتح الموعد,جهێ کارێ ژڤانێ ڤەکە,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
266,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,queueHistory,Badini,Queue history,معلومات,مێژوویا سرایێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
267,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,recentUpdate,Badini,Recent update,معلومات,نویکرنا دویماهیێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
268,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,noWaiting,Badini,No patients are currently ready,معلومات,نوکە چ نەخوش ئامادە نینن,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
269,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,noWaitingBody,Badini,There is nothing to call from this workspace. Reception can continue managing arrivals safely.,لا يوجد مريض جاهز للاستدعاء من مساحة العمل هذه. يمكن للاستقبال متابعة إدارة حالات الوصول بأمان.,ل ڤی جهێ کاری چ تشت بو بانگکرنێ نینە. پێشوازی دشێت ب پاراستی بەردەوام بیت د رێڤەبرنا هاتنان دا.,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
